0,-30,7.26
0,-29,84.19
0,-28,87.39
0,-27,85.97
0,-26,83.02
0,-25,42.56
0,-24,33.86
0,-23,40.05
0,-22,45.35
0,-21,48.81
0,-20,51.84
0,-19,55.08
0,-18,59.08
0,-17,83.40
0,-16,87.80
0,-15,87.59
0,-14,85.18
0,-13,87.39
0,-12,88.21
0,-11,87.80
0,-10,87.19
0,-9,86.98
0,-8,88.00
0,-7,84.58
0,-6,84.58
0,-5,86.78
0,-4,87.39
0,-3,87.59
0,-2,88.41
0,-1,83.40
0,0,31.08
0,1,9.45
0,2,8.09
0,3,9.65
0,4,9.30
0,5,9.32
0,6,9.54
0,7,9.34
0,8,9.84
0,9,10.00
0,10,9.78
0,11,9.96
0,12,10.16
0,13,9.94
0,14,10.00
0,15,10.22
0,16,10.26
0,17,9.94
0,18,8.98
0,19,10.50
0,20,10.55
0,21,10.45
0,22,10.63
0,23,9.39
0,24,10.75
0,25,10.90
0,26,11.04
0,27,11.23
0,28,11.32
0,29,10.17
