-10.00,-30,17.38
-7.00,-30,20.83
-4.00,-30,23.62
-1.00,-30,24.03
2.00,-30,39.17
5.00,-30,41.05
8.00,-30,41.42
11.00,-30,41.42
14.00,-30,67.54
17.00,-30,86.98
20.00,-30,80.72
23.00,-30,88.00
26.00,-30,85.57
29.00,-30,77.21
32.00,-30,76.66
35.00,-30,72.98
38.00,-30,86.38
41.00,-30,72.47
44.00,-30,59.50
47.00,-30,60.34
50,-27,61.77
47,-27,58.39
44,-27,64.74
41,-27,68.17
38,-27,76.84
35,-27,74.89
32,-27,81.86
29,-27,87.19
26,-27,82.24
23,-27,79.78
20,-27,79.59
17,-27,75.59
14,-27,81.10
11,-27,87.80
8,-27,88.62
5,-27,88.21
2,-27,86.17
-1,-27,86.98
-4,-27,88.21
-7,-27,40.23
-10.00,-24,26.78
-7.00,-24,21.30
-4.00,-24,18.47
-1.00,-24,24.38
2.00,-24,28.00
5.00,-24,26.63
8.00,-24,52.32
11.00,-24,77.93
14.00,-24,79.59
17.00,-24,78.85
20.00,-24,88.21
23.00,-24,86.38
26.00,-24,79.22
29.00,-24,84.98
32.00,-24,79.41
35.00,-24,79.59
38.00,-24,85.57
41.00,-24,72.98
44.00,-24,69.30
47.00,-24,67.85
50,-21,68.82
47,-21,64.59
44,-21,57.71
41,-21,75.06
38,-21,76.49
35,-21,76.31
32,-21,83.40
29,-21,88.62
26,-21,86.58
23,-21,61.48
20,-21,30.14
17,-21,40.32
14,-21,63.53
11,-21,87.39
8,-21,87.19
5,-21,57.17
2,-21,28.00
-1,-21,34.66
-4,-21,36.11
-7,-21,37.07
-10.00,-18,25.28
-7.00,-18,21.78
-4.00,-18,20.06
-1.00,-18,29.48
2.00,-18,33.36
5.00,-18,29.42
8.00,-18,31.72
11.00,-18,36.11
14.00,-18,38.40
17.00,-18,38.23
20.00,-18,83.40
23.00,-18,37.07
26.00,-18,20.36
29.00,-18,19.56
32.00,-18,21.57
35.00,-18,84.19
38.00,-18,88.21
41.00,-18,77.39
44.00,-18,68.82
47.00,-18,74.36
50,-15,63.09
47,-15,69.30
44,-15,66.90
41,-15,64.13
38,-15,71.45
35,-15,75.59
32,-15,74.01
29,-15,88.00
26,-15,87.80
23,-15,33.79
20,-15,21.85
17,-15,20.77
14,-15,16.05
11,-15,13.15
8,-15,14.47
5,-15,25.00
2,-15,29.30
-1,-15,30.26
-4,-15,32.67
-7,-15,30.02
-10.00,-12,27.51
-7.00,-12,21.50
-4.00,-12,21.64
-1.00,-12,26.78
2.00,-12,24.86
5.00,-12,18.80
8.00,-12,19.45
11.00,-12,19.62
14.00,-12,18.32
17.00,-12,20.18
20.00,-12,20.45
23.00,-12,21.10
26.00,-12,19.65
29.00,-12,21.82
32.00,-12,25.46
35.00,-12,84.78
38.00,-12,87.80
41.00,-12,80.34
44.00,-12,71.45
47.00,-12,69.79
50,-9,62.79
47,-9,65.66
44,-9,66.90
41,-9,77.39
38,-9,69.63
35,-9,70.62
32,-9,70.62
29,-9,84.58
26,-9,85.97
23,-9,29.96
20,-9,21.50
17,-9,22.10
14,-9,31.33
11,-9,33.50
8,-9,36.99
5,-9,31.66
2,-9,24.82
-1,-9,20.48
-4,-9,18.18
-7,-9,19.25
-10.00,-6,19.62
-7.00,-6,21.54
-4.00,-6,20.33
-1.00,-6,19.88
2.00,-6,20.18
5.00,-6,19.73
8.00,-6,21.64
11.00,-6,49.26
14.00,-6,87.39
17.00,-6,86.98
20.00,-6,88.00
23.00,-6,46.62
26.00,-6,20.52
29.00,-6,21.43
32.00,-6,25.94
35.00,-6,88.00
38.00,-6,86.98
41.00,-6,75.95
44.00,-6,77.93
47.00,-6,69.47
50,-3,65.81
47,-3,75.24
44,-3,66.90
41,-3,70.29
38,-3,79.04
35,-3,81.29
32,-3,75.24
29,-3,86.58
26,-3,87.80
23,-3,40.78
20,-3,21.92
17,-3,20.12
14,-3,51.60
11,-3,84.58
8,-3,87.80
5,-3,21.33
2,-3,14.21
-1,-3,13.34
-4,-3,18.15
-7,-3,20.30
-10.00,0,24.33
-7.00,0,20.96
-4.00,0,18.72
-1.00,0,24.73
2.00,0,26.58
5.00,0,27.84
8.00,0,23.05
11.00,0,20.06
14.00,0,23.13
17.00,0,86.17
20.00,0,87.39
23.00,0,50.53
26.00,0,26.23
29.00,0,26.04
32.00,0,59.50
35.00,0,86.98
38.00,0,87.80
41.00,0,87.59
44.00,0,62.79
47.00,0,65.97
50,3,60.62
47,3,48.81
44,3,61.63
41,3,68.66
38,3,86.38
35,3,85.57
32,3,77.21
29,3,86.17
26,3,88.00
23,3,88.41
20,3,88.62
17,3,87.80
14,3,86.78
11,3,57.04
8,3,87.59
5,3,88.00
2,3,89.03
-1,3,86.38
-4,3,27.78
-7,3,29.30
-10.00,6,28.33
-7.00,6,21.47
-4.00,6,17.57
-1.00,6,30.14
2.00,6,30.26
5.00,6,30.02
8.00,6,88.82
11.00,6,87.59
14.00,6,85.57
17.00,6,88.00
20.00,6,88.00
23.00,6,85.37
26.00,6,85.37
