-4.00,12,10.35
-1.00,12,9.70
2.00,12,9.75
5.00,12,8.77
8.00,12,10.12
11.00,12,10.15
14.00,12,10.10
17.00,12,9.03
20.00,12,10.10
23.00,12,10.18
26.00,12,10.20
29.00,12,10.26
32.00,12,9.32
35.00,12,10.89
38.00,12,10.98
41.00,12,11.82
44.00,12,45.15
47.00,12,64.13
50,15,55.98
47,15,63.39
44,15,64.74
41,15,65.66
38,15,67.22
35,15,64.74
32,15,15.64
29,15,11.48
26,15,10.04
23,15,9.53
20,15,10.57
17,15,10.34
14,15,10.18
11,15,9.32
8,15,8.72
5,15,9.13
2,15,10.22
-1,15,10.26
-4,15,10.10
-7,15,8.48
-10.00,18,8.70
-7.00,18,10.39
-4.00,18,10.26
-1.00,18,9.93
2.00,18,8.79
5.00,18,9.99
8.00,18,10.06
11.00,18,10.27
14.00,18,8.88
17.00,18,9.83
20.00,18,9.63
23.00,18,9.63
26.00,18,9.84
29.00,18,9.43
32.00,18,10.77
35.00,18,10.84
38.00,18,11.27
41.00,18,13.21
44.00,18,54.18
47.00,18,68.82
50,21,61.05
47,21,59.91
44,21,62.06
41,21,59.50
38,21,62.79
35,21,62.06
32,21,16.27
29,21,10.45
26,21,11.08
23,21,10.69
20,21,10.68
17,21,10.02
14,21,9.13
11,21,8.99
8,21,8.77
5,21,9.88
2,21,10.31
-1,21,10.39
-4,21,8.00
-7,21,9.60
-10.00,24,10.21
-7.00,24,10.51
-4.00,24,10.59
-1.00,24,9.10
2.00,24,9.80
5.00,24,10.31
8.00,24,10.38
11.00,24,8.98
14.00,24,9.75
17.00,24,9.94
20.00,24,10.51
23.00,24,10.66
26.00,24,9.13
29.00,24,10.38
32.00,24,10.85
35.00,24,11.11
38.00,24,10.27
41.00,24,16.40
44.00,24,63.53
47.00,24,66.90
50,27,63.83
47,27,57.98
44,27,65.81
41,27,63.39
38,27,64.74
35,27,61.77
32,27,24.60
29,27,10.96
26,27,11.32
23,27,11.07
20,27,10.55
17,27,9.19
14,27,9.30
11,27,10.24
8,27,10.37
5,27,9.84
2,27,9.62
-1,27,8.18
-4,27,8.98
-7,27,9.94
